"";"Row";"z.value";"posterior";"local.fdr"
"ENSG00000161179";13837;8,12530329893258;1;0
"ENSG00000186205";7728;-8,11880665611532;1;0
"ENSG00000070778";9945;-8,11508903494543;1;0
"ENSG00000171951";10911;8,11395013428888;1;0
"ENSG00000206053";5834;8,11286162617916;1;0
"ENSG00000107186";7737;-8,11161132596123;1;0
"ENSG00000152092";901;-8,10811797691554;1;0
"ENSG00000075035";13782;-8,10696935483397;1;0
"ENSG00000103495";7406;8,10332809212062;1;0
"ENSG00000077274";2153;-8,09843069320867;1;0
"ENSG00000134594";10067;8,09805473208423;1;0
"ENSG00000159899";8467;-8,09776731947496;1;0
"ENSG00000152147";5151;8,09537918411667;1;0
"ENSG00000139112";5032;-8,09510027418007;1;0
"ENSG00000187801";14392;8,0937804318835;1;0
"ENSG00000185070";4866;-8,09197419083546;1;0
"ENSG00000148700";272;-8,08993497879816;1;0
"ENSG00000162367";12249;-8,08170868215093;1;0
"ENSG00000221972";1848;8,08121494450169;1;0
"ENSG00000055813";2346;-8,07769636002236;1;0
"ENSG00000087253";7052;-8,06779019617792;1;0
"ENSG00000258839";7428;8,06526387245656;1;0
"ENSG00000160688";4850;8,06063262758126;1;0
"ENSG00000197928";14416;-8,05227634269832;1;0
"ENSG00000141294";7128;8,0493095602387;1;0
"ENSG00000181625";5205;8,04737994439505;1;0
"ENSG00000205213";6925;-8,04660287917392;1;0
"ENSG00000167394";14407;8,04631353308305;1;0
"ENSG00000168334";13800;8,04581841379877;1;0
"ENSG00000171522";9907;-8,04521293297222;1;0
"ENSG00000074071";7844;8,04448281777659;1;0
"ENSG00000121005";3183;-8,04094943972779;1;0
"ENSG00000077782";4801;-8,04077184272664;1;0
"ENSG00000048740";2642;-8,03725894985117;1;0
"ENSG00000186891";12855;8,03349357648157;1;0
"ENSG00000091592";8376;-8,02942065413116;1;0
"ENSG00000105501";11270;8,02587090809578;1;0
"ENSG00000138623";11043;8,02340412459584;1;0
"ENSG00000174442";14560;8,02018710551525;1;0
"ENSG00000086696";5947;-8,01892095427087;1;0
"ENSG00000099812";1606;8,01568360981701;1;0
"ENSG00000166793";13857;-8,00305092827224;1;0
"ENSG00000129925";12799;8,0027300754961;1;0
"ENSG00000132326";9070;-8,00263261654446;1;0
"ENSG00000106852";6934;-8,0010005909273;1;0
"ENSG00000155090";6693;-7,99599032710605;1;0
"ENSG00000173269";7695;-7,99507539759652;1;0
"ENSG00000130518";6622;-7,99158821139853;1;0
"ENSG00000151276";7266;-7,99060773254122;1;0
"ENSG00000142621";4809;7,98957233127163;1;0
"ENSG00000169689";12073;7,98943632755364;1;0
"ENSG00000155016";3397;-7,98882716034332;1;0
"ENSG00000054219";7207;-7,98829577752165;1;0
"ENSG00000157193";7095;7,98574874137909;1;0
"ENSG00000120645";6262;-7,9809221192678;1;0
"ENSG00000158445";6424;-7,97925628146704;1;0
"ENSG00000073111";7443;7,97841678246466;1;0
"ENSG00000167772";523;-7,97660564071598;1;0
"ENSG00000076067";10282;-7,97602315063716;1;0
"ENSG00000112782";2890;-7,97462540783091;1;0
"ENSG00000168476";10331;7,97171051460331;1;0
"ENSG00000136560";12253;-7,96724568548562;1;0
"ENSG00000258818";10493;-7,96228629442737;1;0
"ENSG00000166578";6252;7,95808941359027;1;0
"ENSG00000270882";5773;7,95726709843041;1;0
"ENSG00000080200";3205;-7,95531947783623;1;0
"ENSG00000180155";7214;-7,95201262861459;1;0
"ENSG00000168393";3883;7,95170164646823;1;0
"ENSG00000161281";3109;-7,95113038085206;1;0
"ENSG00000021826";3136;-7,94948771841064;1;0
"ENSG00000123136";3539;7,94807146556661;1;0
"ENSG00000006118";12657;7,94668322455134;1;0
"ENSG00000174899";1854;-7,94240053665646;1;0
"ENSG00000146122";3425;-7,9420423022596;1;0
"ENSG00000171368";12964;-7,94019377639822;1;0
"ENSG00000183196";2797;7,94013544159134;1;0
"ENSG00000049283";4243;7,93880262009732;1;0
"ENSG00000166825";601;-7,93861873174024;1;0
"ENSG00000097021";152;7,93699806718428;1;0
"ENSG00000166839";529;-7,93250051718001;1;0
"ENSG00000103550";1548;7,92962901522688;1;0
"ENSG00000140937";2554;7,92900376563545;1;0
"ENSG00000152104";9941;-7,92866279798222;1;0
"ENSG00000166402";13253;-7,9258070006143;1;0
"ENSG00000121690";3587;7,92474208709188;1;0
"ENSG00000168061";10831;7,91937187371323;1;0
"ENSG00000180921";4625;7,91213897317242;1;0
"ENSG00000067082";6703;-7,910625731103;1;0
"ENSG00000182325";4697;7,90278983352181;1;0
"ENSG00000157557";4320;-7,89905294428864;1;0
"ENSG00000160298";1772;7,89515681497592;1;0
"ENSG00000115233";9863;7,89355282036669;1;0
"ENSG00000111859";8243;-7,88464491239194;1;0
"ENSG00000189369";5538;-7,88447694242539;1;0
"ENSG00000139132";4785;-7,87983159201204;1;0
"ENSG00000141570";2233;7,87866175863293;1;0
"ENSG00000198576";712;-7,8778129031975;1;0
"ENSG00000145050";7299;7,87614984135979;1;0
"ENSG00000170558";2561;7,87529470718027;1;0
"ENSG00000092470";13720;7,87185545589348;1;0
"ENSG00000184205";13158;-7,86964542417893;1;0
"ENSG00000129473";1175;-7,8677972695599;1;0
"ENSG00000168101";8580;7,8649294130573;1;0
"ENSG00000147799";751;7,86462079597301;1;0
"ENSG00000198814";5217;7,85903566370477;1;0
"ENSG00000186951";9552;-7,8585699594262;1;0
"ENSG00000136161";10301;-7,8566072177758;1;0
"ENSG00000132196";5950;7,85599437534727;1;0
"ENSG00000114859";2847;7,8559149561903;1;0
"ENSG00000032389";13163;7,85536577528746;1;0
"ENSG00000007216";11341;-7,85230525659812;1;0
"ENSG00000152284";12363;-7,85149782658487;1;0
"ENSG00000073350";6980;7,8506808940971;1;0
"ENSG00000177542";11407;7,85009625585486;1;0
"ENSG00000100129";4093;-7,84859437026707;1;0
"ENSG00000101445";9619;-7,84852569695573;1;0
"ENSG00000180992";7782;7,84503949691321;1;0
"ENSG00000011465";3486;-7,84433027287233;1;0
"ENSG00000254827";11380;7,83902901475348;1;0
"ENSG00000178038";479;-7,83805080012329;1;0
"ENSG00000164736";11791;-7,83725176352068;1;0
"ENSG00000145911";8056;7,83416868271556;1;0
"ENSG00000140563";7458;-7,83280004790209;1;0
"ENSG00000102053";13921;-7,83257722132565;1;0
"ENSG00000164466";11168;7,8306411745112;1;0
"ENSG00000102683";11177;-7,83038884271454;1;0
"ENSG00000142871";3409;-7,83004977318073;1;0
"ENSG00000087074";9616;-7,82997513392249;1;0
"ENSG00000151689";6208;-7,82828706186514;1;0
"ENSG00000278662";5328;-7,82799547823762;1;0
"ENSG00000011422";9320;7,82311926848655;1;0
"ENSG00000151917";1202;7,8170644725454;1;0
"ENSG00000135324";7765;-7,81569075468087;1;0
"ENSG00000136002";776;-7,81564288876906;1;0
"ENSG00000127129";3989;7,81312776714998;1;0
"ENSG00000172757";2704;7,81240240259114;1;0
"ENSG00000146281";9415;-7,81115684404034;1;0
"ENSG00000107611";3304;-7,80899694784964;1;0
"ENSG00000111961";10871;-7,80167242516246;1;0
"ENSG00000116586";10589;7,79625163403255;1;0
"ENSG00000143473";6437;7,79612407212495;1;0
"ENSG00000168461";10065;7,7958068486604;1;0
"ENSG00000167619";12669;7,78956848268164;1;0
"ENSG00000151320";397;-7,78795193253615;1;0
"ENSG00000144136";11376;7,78544184068554;1;0
"ENSG00000099957";8760;-7,78281240946385;1;0
"ENSG00000149554";2740;7,78261344279191;1;0
"ENSG00000169436";3014;7,78094634045231;1;0
"ENSG00000165071";12791;-7,77836947056948;1;0
"ENSG00000123095";1218;-7,77749507739025;1;0
"ENSG00000157554";4273;-7,77632461344149;1;0
"ENSG00000146021";6741;-7,77502788253851;1;0
"ENSG00000104738";7446;7,77351095261232;1;0
"ENSG00000142627";4226;-7,77350220669817;1;0
"ENSG00000144668";6316;-7,76786104896812;1;0
"ENSG00000116128";1183;7,76651748254259;1;0
"ENSG00000115884";10957;7,76580918952008;1;0
"ENSG00000105227";9823;-7,76198778215305;1;0
"ENSG00000129680";7341;-7,7575618405129;1;0
"ENSG00000138735";8995;-7,75560500465435;1;0
"ENSG00000166670";7680;7,75413916300693;1;0
"ENSG00000170464";3753;-7,74578934591523;1;0
"ENSG00000171631";8767;7,74556901666707;1;0
"ENSG00000131746";12899;-7,74257463943918;1;0
"ENSG00000087903";10376;-7,7421743713219;1;0
"ENSG00000167550";10430;7,7408614182737;1;0
"ENSG00000234906";679;7,7407560754753;1;0
"ENSG00000204936";2441;7,73595522925864;1;0
"ENSG00000111912";8168;-7,73046053787032;1;0
"ENSG00000100731";8947;-7,72730014059084;1;0
"ENSG00000198331";6010;7,72523886291958;1;0
"ENSG00000184454";1675;-7,72474860409583;1;0
"ENSG00000147536";5198;7,72352596590632;1;0
"ENSG00000153446";1549;-7,7191849036698;1;0
"ENSG00000205155";9833;7,71792271688797;1;0
"ENSG00000197329";9062;-7,71732454118142;1;0
"ENSG00000182134";12394;7,71466495251305;1;0
"ENSG00000147676";7275;7,71319037539859;1;0
"ENSG00000173218";13542;7,71199829252399;1;0
"ENSG00000102547";2072;-7,7111897478524;1;0
"ENSG00000117407";855;7,70988284830173;1;0
"ENSG00000170684";14167;7,70935600652126;1;0
"ENSG00000160326";11463;7,70299689157916;1;0
"ENSG00000117114";7057;-7,70281900227152;1;0
"ENSG00000165804";14113;-7,70192510678511;1;0
"ENSG00000164197";10543;-7,7014907916166;1;0
"ENSG00000104728";761;-7,69896826757356;1;0
"ENSG00000113916";1179;-7,69737709209653;1;0
"ENSG00000142197";3818;7,69212806968464;1;0
"ENSG00000106236";8473;7,69120149181362;1;0
"ENSG00000272573";7963;-7,68995061964465;1;0
"ENSG00000024422";4048;-7,68929272211918;1;0
"ENSG00000159261";2856;7,68660698107181;1;0
"ENSG00000216490";6052;7,6851358836365;1;0
"ENSG00000197461";9005;-7,68104981248571;1;0
"ENSG00000158714";11323;7,67711866949149;1;0
"ENSG00000145362";526;-7,6753194380643;1;0
"ENSG00000137486";840;-7,67511222559337;1;0
"ENSG00000153162";1249;-7,67473801688946;1;0
"ENSG00000206312";8437;-7,67438929017158;1;0
"ENSG00000170689";5886;7,6687130106521;1;0
"ENSG00000243449";1883;7,66751908507967;1;0
"ENSG00000134853";9009;-7,66619384273217;1;0
"ENSG00000077684";9152;-7,66452663301726;1;0
"ENSG00000235098";7022;-7,66315522468236;1;0
"ENSG00000106089";12092;7,66099993542566;1;0
"ENSG00000185420";11680;7,66080789985169;1;0
"ENSG00000101294";5807;7,65708609615887;1;0
"ENSG00000230797";13872;7,65653543535449;1;0
"ENSG00000157368";6162;-7,65100993843451;1;0
"ENSG00000196381";14477;-7,6450628786191;1;0
"ENSG00000109819";9554;-7,6448136439044;1;0
"ENSG00000169247";11229;-7,64376617724931;1;0
"ENSG00000185482";12002;7,6331900581804;1;0
"ENSG00000186074";2465;7,62435964418269;1;0
"ENSG00000073712";4774;-7,62395156298005;1;0
"ENSG00000124249";6455;7,62374490893886;1;0
"ENSG00000155367";9595;7,62303643520644;1;0
"ENSG00000123364";5889;7,62298814097451;1;0
"ENSG00000151365";12506;-7,62176086157957;1;0
"ENSG00000170681";7961;7,62084636310669;1;0
"ENSG00000160325";2052;7,61958411439046;1;0
"ENSG00000173040";4329;-7,61806500904269;1;0
"ENSG00000009694";8658;-7,61194616328628;1;0
"ENSG00000128944";1504;7,61122556473171;1;0
"ENSG00000131015";13418;7,60922130306656;1;0
"ENSG00000172059";6694;-7,60885034082465;1;0
"ENSG00000128591";4862;-7,60466640016692;1;0
"ENSG00000173267";11698;-7,60450088056398;1;0
"ENSG00000129675";778;-7,6023705620727;1;0
"ENSG00000139910";8438;-7,60105073384611;1;0
"ENSG00000184347";11607;-7,59936268673474;1;0
"ENSG00000174514";7580;-7,59678177944736;1;0
"ENSG00000132837";3709;-7,5937899539158;1;0
"ENSG00000117155";11976;7,58730286023754;1;0
"ENSG00000174282";13909;-7,58702084326153;1;0
"ENSG00000129244";962;-7,5853906343309;1;0
"ENSG00000127990";11176;-7,58393939160648;1;0
"ENSG00000154133";10593;-7,58325117445285;1;0
"ENSG00000133106";4252;7,57920298387965;1;0
"ENSG00000134627";9274;-7,57498578567426;1;0
"ENSG00000176749";2587;7,57207274058666;1;0
"ENSG00000105784";10789;-7,57200482995784;1;0
"ENSG00000169385";10492;7,57173480305006;1;0
"ENSG00000070808";2123;7,57016856729566;1;0
"ENSG00000250722";11055;-7,56826033408485;1;0
"ENSG00000140459";3381;-7,56510851402276;1;0
"ENSG00000166557";12618;7,5643360399644;1;0
"ENSG00000213123";12380;7,56191398706153;1;0
"ENSG00000110799";13648;-7,56113443707345;1;0
"ENSG00000071553";991;7,55950102904011;1;0
"ENSG00000164741";3684;-7,55908277201747;1;0
"ENSG00000184304";9735;-7,55722070257039;1;0
"ENSG00000050165";3682;-7,55261587010458;1;0
"ENSG00000137571";11599;7,54928744348621;1;0
"ENSG00000139354";5088;7,54159655089917;1;0
"ENSG00000175084";3592;-7,53754898097228;1;0
"ENSG00000165644";3056;7,53673165531303;1;0
"ENSG00000183060";7232;-7,52357298332301;1;0
"ENSG00000112214";4815;-7,52166151658111;1;0
"ENSG00000138772";609;-7,52033280876581;1;0
"ENSG00000149970";2949;-7,51762519094741;1;0
"ENSG00000149289";13922;-7,51750704298063;1;0
"ENSG00000126351";12504;-7,51504465425755;1;0
"ENSG00000125898";4423;7,51193567036368;1;0
"ENSG00000176124";3687;7,50829590475039;1;0
"ENSG00000139547";10320;7,5043925823227;1;0
"ENSG00000183336";1271;7,50435518991434;1;0
"ENSG00000167645";13842;7,50429568962033;1;0
"ENSG00000105649";10076;7,50298855021171;1;0
"ENSG00000134531";4169;-7,50169096035433;1;0
"ENSG00000140650";9422;7,49491860679742;1;0
"ENSG00000109670";4739;-7,4938389188784;1;0
"ENSG00000185347";1501;7,49226600188238;1;0
"ENSG00000131462";13246;7,49176664318481;1;0
"ENSG00000204176";12196;-7,49142921056926;1;0
"ENSG00000198844";764;-7,48601864283453;1;0
"ENSG00000177189";10714;-7,47609737840661;1;0
"ENSG00000143418";6853;7,47422671971312;1;0
"ENSG00000160404";12929;7,47383157334181;1;0
"ENSG00000119333";13687;7,47317421527617;1;0
"ENSG00000008735";7357;7,47216475258903;1;0
"ENSG00000158042";7785;7,46332839322087;1;0
"ENSG00000156508";3994;-7,45418205115697;1;0
"ENSG00000160190";11502;7,45273214863309;1;0
"ENSG00000181610";7834;7,45083063049219;1;0
"ENSG00000129450";11274;7,44997891410984;1;0
"ENSG00000244405";4326;-7,44241706999925;1;0
"ENSG00000042832";12470;7,44034070208891;1;0
"ENSG00000007376";10728;7,43979152975745;1;0
"ENSG00000179314";13781;-7,43966677266162;1;0
"ENSG00000120318";710;-7,43957920524325;1;0
"ENSG00000101811";3253;7,43632723779773;1;0
"ENSG00000189184";8896;-7,43495829875585;1;0
"ENSG00000115539";8978;7,43111563969789;1;0
"ENSG00000173114";7158;-7,42963224755711;1;0
"ENSG00000159259";2719;7,42805143894866;1;0
"ENSG00000175899";23;-7,42716701005428;1;0
"ENSG00000117632";12063;7,42516118873131;1;0
"ENSG00000173457";9613;7,42461705527374;1;0
"ENSG00000018280";11331;7,42321092815427;1;0
"ENSG00000135298";1107;-7,418177838287;1;0
"ENSG00000112902";11037;-7,41805782553567;1;0
"ENSG00000154229";9725;-7,41721974287496;1;0
"ENSG00000196118";1551;7,411275116571;1;0
"ENSG00000204161";1360;-7,41052071627897;1;0
"ENSG00000174567";5339;7,40858548294311;1;0
"ENSG00000122707";10324;-7,40701968706027;1;0
"ENSG00000030110";1112;7,39748373805199;1;0
"ENSG00000146955";10049;7,39544793685216;1;0
"ENSG00000271303";11951;7,39484614958327;1;0
"ENSG00000197451";5844;7,39326894758327;1;0
"ENSG00000050426";6913;-7,39287048293426;1;0
"ENSG00000086548";2630;7,38509798048702;1;0
"ENSG00000136378";238;7,38260557818401;1;0
"ENSG00000197905";12398;7,37823672057582;1;0
"ENSG00000121671";3201;-7,37617315894458;1;0
"ENSG00000119121";13103;-7,37559685043313;1;0
"ENSG00000066382";7755;-7,37457519770936;1;0
"ENSG00000181847";12533;7,36662454334468;1;0
"ENSG00000118785";11881;7,36618108482102;1;0
"ENSG00000175279";663;7,3658229491352;1;0
"ENSG00000111452";5395;-7,35827634598045;1;0
"ENSG00000162733";3520;-7,35711757945534;1;0
"ENSG00000165359";3535;-7,35464225856762;1;0
"ENSG00000153898";7453;7,35313267927794;1;0
"ENSG00000108829";7140;7,35258106821707;1;0
"ENSG00000141639";7353;-7,35040967581849;1;0
"ENSG00000163472";12792;7,35016041819167;1;0
"ENSG00000138755";3338;7,34538404275139;1;0
"ENSG00000116957";12315;7,34433567939445;1;0
"ENSG00000168994";1929;-7,34431957725647;1;0
"ENSG00000186907";10781;7,33840000240886;1;0
"ENSG00000105699";7180;7,33715498225961;1;0
"ENSG00000214575";3121;-7,33596024308622;1;0
"ENSG00000186462";8095;-7,33513840439582;1;0
"ENSG00000172551";7956;-7,33477568625682;1;0
"ENSG00000134884";727;-7,331922382969;1;0
"ENSG00000095752";6125;7,33076911968285;1;0
"ENSG00000099337";6461;7,33065815872315;1;0
"ENSG00000184916";6358;-7,328793109943;1;0
"ENSG00000166086";6367;-7,32846920937916;1;0
"ENSG00000163468";2425;7,32840030248721;1;0
"ENSG00000048140";13144;7,32569322814491;1;0
"ENSG00000175315";3247;7,32217315499261;1;0
"ENSG00000171793";3281;7,32053810117303;1;0
"ENSG00000204516";7617;7,31817396120313;1;0
"ENSG00000233822";5770;7,31807858475269;1;0
"ENSG00000154370";13023;7,31701567608863;1;0
"ENSG00000214530";12013;7,31658330348055;1;0
"ENSG00000129354";625;7,31657315771497;1;0
"ENSG00000186417";5225;-7,31397123076283;1;0
"ENSG00000140263";11780;7,31172801424288;1;0
"ENSG00000189334";10812;7,30858847228911;1;0
"ENSG00000171227";12750;-7,30714529986733;1;0
"ENSG00000151136";1315;-7,30558828273851;1;0
"ENSG00000214160";455;7,30356974459065;1;0
"ENSG00000069122";5389;-7,3011487996638;1;0
"ENSG00000106484";7535;-7,30098672054552;1;0
"ENSG00000132840";1219;-7,29814424668808;1;0
"ENSG00000186522";11057;-7,29787510024905;1;0
"ENSG00000093144";3968;-7,29641997021449;1;0
"ENSG00000143748";8624;7,29570727056865;1;0
"ENSG00000164620";10337;7,29302935148554;1;0
"ENSG00000188452";2690;7,29283272455293;1;0
"ENSG00000240303";114;-7,28823710846959;1;0
"ENSG00000118515";11181;-7,28739735124713;1;0
"ENSG00000109062";11586;7,28399762386658;1;0
"ENSG00000188783";9696;-7,28352767709016;1;0
"ENSG00000178295";5155;7,27914348886556;1;0
"ENSG00000182263";4825;-7,27861105685996;1;0
"ENSG00000164934";3463;7,2780211356634;1;0
"ENSG00000186283";12930;7,27423318420529;1;0
"ENSG00000075826";11001;-7,27143942534351;1;0
"ENSG00000100077";302;-7,2688063779022;1;0
"ENSG00000204186";13955;-7,26680513150944;1;0
"ENSG00000061656";11814;7,26267389031472;1;0
"ENSG00000176020";496;7,26223658483339;1;0
"ENSG00000213190";7661;7,26125908272158;1;0
"ENSG00000167880";4335;7,25578294106806;1;0
"ENSG00000116521";10893;7,25483988001159;1;0
"ENSG00000214944";10394;-7,25459820427339;1;0
"ENSG00000159055";1769;7,25378678386469;1;0
"ENSG00000019102";13632;-7,2526756134442;1;0
"ENSG00000100320";10280;-7,25077217765061;1;0
"ENSG00000145979";12304;7,25075516868675;1;0
"ENSG00000198467";12956;-7,24990842407884;1;0
"ENSG00000114378";6005;-7,2468779782234;1;0
"ENSG00000163704";9805;7,24686616110731;1;0
"ENSG00000119681";7188;-7,24686312482823;1;0
"ENSG00000111341";7602;-7,24611956136077;1;0
"ENSG00000100997";82;7,24440997732964;1;0
"ENSG00000197894";275;-7,24354055539552;1;0
"ENSG00000170122";4915;7,23455259721249;1;0
"ENSG00000137693";13833;-7,23329084226251;1;0
"ENSG00000140545";7568;-7,23324859093735;1;0
"ENSG00000006634";3452;7,23189890643971;1;0
"ENSG00000152270";8989;-7,22812315293887;1;0
"ENSG00000104450";11813;7,22782374785541;1;0
"ENSG00000067836";10597;7,22479650693714;1;0
"ENSG00000169760";8367;-7,22231452377624;1;0
"ENSG00000188672";10429;7,22166160039014;1;0
"ENSG00000017427";6087;-7,21692638289803;1;0
"ENSG00000123388";5888;7,2160558123288;1;0
"ENSG00000026025";13579;-7,21348337276996;1;0
"ENSG00000076554";12952;7,21304964363624;1;0
"ENSG00000163568";378;7,20745984819025;1;0
"ENSG00000120055";1384;7,20522970901563;1;0
"ENSG00000138363";940;7,19968017844658;1;0
"ENSG00000180638";11549;-7,19885060467454;1;0
"ENSG00000224940";9806;-7,19420489417077;1;0
"ENSG00000089127";8635;7,18966797474518;1;0
"ENSG00000106305";380;7,18704110179875;1;0
"ENSG00000111335";8636;7,18616108020676;1;0
"ENSG00000160446";13957;7,18547545257844;1;0
"ENSG00000017483";11512;7,18476439558625;1;0
"ENSG00000157103";11567;7,18306171623301;1;0
"ENSG00000187955";3006;-7,18257074586616;1;0
"ENSG00000240972";7626;7,18156309421411;1;0
"ENSG00000100625";11304;7,18126040769689;1;0
"ENSG00000023572";5244;7,17966111305577;1;0
"ENSG00000118596";11360;-7,17552150776617;1;0
"ENSG00000179965";14466;7,17442319638081;1;0
"ENSG00000157110";10293;-7,16993795767971;1;0
"ENSG00000158315";10427;7,16677360125486;1;0
"ENSG00000004838";14047;7,16597970026704;1;0
"ENSG00000184313";1690;-7,16572557028887;1;0
"ENSG00000188483";6045;7,16565451284866;1;0
"ENSG00000181192";3636;7,16290386832389;1;0
"ENSG00000183853";6685;-7,16270428110224;1;0
"ENSG00000148848";213;7,16192812117143;1;0
"ENSG00000103710";10220;-7,16180320933648;1;0
"ENSG00000154175";96;-7,16148275889267;1;0
"ENSG00000171476";5867;7,1600462205445;1;0
"ENSG00000069535";7302;-7,15931553450013;1;0
"ENSG00000146278";9451;-7,15586111295245;1;0
"ENSG00000129235";13277;7,15546826277017;1;0
"ENSG00000185585";8677;-7,15242418918045;1;0
"ENSG00000167749";6750;7,14889213764778;1;0
"ENSG00000167207";8407;7,145618016532;1;0
"ENSG00000103490";10007;7,14456395258123;1;0
"ENSG00000079616";6661;7,13932276921585;1;0
"ENSG00000128872";12815;-7,13922389137376;1;0
"ENSG00000167615";6901;-7,1387980808909;1;0
"ENSG00000165685";1443;7,13693818711922;1;0
"ENSG00000103852";13187;-7,13611294118923;1;0
"ENSG00000100650";11159;-7,13583238697168;1;0
"ENSG00000106823";3973;-7,13510676239375;1;0
"ENSG00000100276";10216;-7,13286587257513;1;0
"ENSG00000149636";3866;7,13260733293538;1;0
"ENSG00000133216";4231;7,13259183429332;1;0
"ENSG00000163618";2103;7,13119529833576;1;0
"ENSG00000133104";11853;-7,12819610613518;1;0
"ENSG00000143590";4022;7,12518401669609;1;0
"ENSG00000104413";4303;7,1240416442375;1;0
"ENSG00000137077";2372;-7,12194971077562;1;0
"ENSG00000177628";5105;7,12096953659499;1;0
"ENSG00000145390";13511;-7,11975050384838;1;0
"ENSG00000010322";8349;-7,11905797197752;1;0
"ENSG00000033011";453;7,11423810689309;1;0
"ENSG00000123989";2770;7,10718491378259;1;0
"ENSG00000135547";5729;-7,10632495811654;1;0
"ENSG00000214021";13217;-7,10554793098276;1;0
"ENSG00000166920";1515;7,10415800514039;1;0
"ENSG00000125931";2825;-7,10394312553113;1;0
"ENSG00000126768";12539;7,10290558230469;1;0
"ENSG00000165626";1203;-7,10133224555787;1;0
"ENSG00000139410";10980;7,1009656106613;1;0
"ENSG00000143761";714;7,09909117800576;1;0
"ENSG00000121957";5463;7,09906571182796;1;0
"ENSG00000144229";12510;-7,09893725890554;1;0
"ENSG00000158856";4219;-7,09887408122418;1;0
"ENSG00000105647";9237;7,09824952136917;1;0
"ENSG00000166797";4638;7,09787586107454;1;0
"ENSG00000125454";11403;7,09634416713734;1;0
"ENSG00000144554";4645;7,09486794598917;1;0
"ENSG00000079102";10790;-7,09283881394547;1;0
"ENSG00000198719";3700;-7,09052466816883;1;0
"ENSG00000013441";2896;-7,08999736475346;1;0
"ENSG00000131188";9798;7,08997061256086;1;0
"ENSG00000020181";5391;-7,08986600303558;1;0
"ENSG00000182836";9341;-7,08831455041634;1;0
"ENSG00000131876";11713;7,08691689576948;1;0
"ENSG00000143797";7420;7,08663086552861;1;0
"ENSG00000132749";7920;7,08572933809587;1;0
"ENSG00000112531";10022;-7,08351897738238;1;0
"ENSG00000072864";8176;7,0797071923986;1;0
"ENSG00000141858";10845;7,07960944586901;1;0
"ENSG00000090659";2449;-7,07905347339915;1;0
"ENSG00000177707";9995;-7,07651343268869;1;0
"ENSG00000102468";5993;-7,07510235544435;1;0
"ENSG00000146005";9827;-7,07295810713172;1;0
"ENSG00000175130";7379;7,07230642549891;1;0
"ENSG00000166912";7922;-7,07213206071575;1;0
"ENSG00000131771";9621;-7,07192012438883;1;0
"ENSG00000196653";14286;-7,07090971420184;1;0
"ENSG00000139793";7417;-7,06718139030138;1;0
"ENSG00000144935";13096;-7,06373059604253;1;0
"ENSG00000181652";938;7,06342447306162;1;0
"ENSG00000111716";6885;-7,06319380056072;1;0
"ENSG00000167646";1627;7,06184629196644;1;0
"ENSG00000197915";5925;-7,05910790640573;1;0
"ENSG00000135519";6439;-7,05797434879851;1;0
"ENSG00000170166";5898;-7,05362348966271;1;0
"ENSG00000197565";3028;-7,05270092018787;1;0
"ENSG00000164935";12595;7,05007226792389;1;0
"ENSG00000136982";3859;7,04875941579351;1;0
"ENSG00000243156";7613;-7,04731474474042;1;0
"ENSG00000174306";14027;-7,04509346093592;1;0
"ENSG00000049541";10361;7,04352437793936;1;0
"ENSG00000154451";5113;7,04307136117113;1;0
"ENSG00000088305";3790;7,04256713112364;1;0
"ENSG00000135338";6869;-7,04108419859057;1;0
"ENSG00000277058";7028;7,04094093109865;1;0
"ENSG00000196358";8557;7,04009977104338;1;0
"ENSG00000165209";12078;7,03821088155292;1;0
"ENSG00000167700";7579;7,03730295811674;1;0
"ENSG00000117593";3445;7,03657417029186;1;0
"ENSG00000005249";9724;-7,03644667618788;1;0
"ENSG00000068024";5670;-7,03574869708888;1;0
"ENSG00000114166";6401;-7,03258671888404;1;0
"ENSG00000114656";6592;7,031139106162;1;0
"ENSG00000005020";11310;-7,03070603336478;1;0
"ENSG00000119950";7975;-7,03044235595306;1;0
"ENSG00000123353";8704;7,02954970989226;1;0
"ENSG00000038945";7874;7,0264260502481;1;0
"ENSG00000179218";2118;7,02593880801216;1;0
"ENSG00000129355";2609;7,0258467371484;1;0
"ENSG00000128228";10966;7,02462869886447;1;0
"ENSG00000183734";878;7,02337878812882;1;0
"ENSG00000130304";11442;-7,02062039917395;1;0
"ENSG00000136999";8440;-7,01956538857082;1;0
"ENSG00000178878";687;-7,0194792171126;1;0
"ENSG00000170525";9100;-7,01564458195162;1;0
"ENSG00000186792";6007;7,00549140022037;1;0
"ENSG00000169683";7127;7,00379512586289;1;0
"ENSG00000143321";5681;7,00339784698657;1;0
"ENSG00000128573";4934;-7,00280946494879;1;0
"ENSG00000181444";14264;6,99915637513031;1;0
"ENSG00000133561";5191;-6,99398413328232;1;0
"ENSG00000158850";1085;6,99172406227743;1;0
"ENSG00000185499";7951;6,99116065637198;1;0
"ENSG00000160191";9003;-6,99092668931987;1;0
"ENSG00000111728";11996;-6,99090321083301;1;0
"ENSG00000168546";5166;-6,98660559350137;1;0
"ENSG00000187079";12395;-6,98448057398382;1;0
"ENSG00000182568";10876;-6,9842705407515;1;0
"ENSG00000148143";14263;-6,98171076835232;1;0
"ENSG00000135842";4458;-6,98112276649042;1;0
